id,team,seasonIndex,stageIndex,weekIndex,totalLosses,totalTies,totalWins,rank,prevRank,ptsAgainstRank,ptsForRank,offPassYdsRank,offRushYdsRank,offTotalYdsRank,defPassYdsRank,defRushYdsRank,defTotalYdsRank
11573936,Patriots,0,2,0,4,0,13,4,0,2,4,28,5,15,29,2,17
11573943,Giants,0,2,0,7,0,10,10,0,7,21,14,25,21,13,11,9
11573918,Buccaneers,0,2,0,5,0,12,5,0,5,15,29,15,29,8,19,8
11573926,Rams,0,2,0,10,0,7,22,0,17,20,16,22,23,12,23,15
11573941,Cowboys,0,2,0,7,0,10,11,0,29,5,27,3,11,25,20,24
11595058,Cardinals,0,2,2,16,0,1,32,0,32,32,32,29,32,32,30,31
11595066,Patriots,0,2,2,4,0,13,4,0,2,4,28,5,15,29,2,17
11595061,Colts,0,2,2,13,0,4,29,0,19,29,26,6,12,17,24,23
11595054,Seahawks,0,2,2,6,0,11,8,0,12,3,5,9,4,21,7,16
11595059,Chargers,0,2,2,8,0,9,14,0,15,27,11,26,18,16,8,13
11595057,Texans,0,2,2,9,0,8,19,0,23,23,3,24,8,10,28,20
11595067,Bills,0,2,2,11,0,6,26,0,24,18,7,19,10,28,18,27
11595052,Broncos,0,2,2,1,0,16,1,0,4,1,10,1,2,26,6,19
11595053,Dolphins,0,2,2,10,0,7,20,0,28,12,8,27,14,22,26,26
11595050,Raiders,0,2,2,6,0,11,9,0,16,8,2,28,9,31,22,29
11595051,Lions,0,2,2,4,0,13,2,0,8,7,19,4,7,4,21,6
11595056,Steelers,0,2,2,10,0,7,25,0,22,24,25,10,24,15,5,11
11595064,Bengals,0,2,2,7,0,10,12,0,10,9,6,12,5,3,17,2
11595049,Jets,0,2,2,13,0,4,28,0,31,10,1,31,1,23,32,32
11595068,Chiefs,0,2,2,12,0,5,27,0,27,17,17,13,16,18,29,28
11595075,49ers,0,2,2,8,0,9,16,0,1,28,22,18,28,1,1,1
11595074,Commanders,0,2,2,7,0,10,13,0,20,14,13,17,13,30,9,25
11595063,Panthers,0,2,2,10,0,7,21,0,6,25,24,14,26,5,13,4
11595071,Cowboys,0,2,2,7,0,10,11,0,29,5,27,3,11,25,20,24
11595065,Browns,0,2,2,10,0,7,23,0,18,30,30,23,31,14,10,10
11595055,Rams,0,2,2,10,0,7,22,0,17,20,16,22,23,12,23,15
11595073,Giants,0,2,2,7,0,10,10,0,7,21,14,25,21,13,11,9
11595047,Bears,0,2,2,9,0,8,17,0,14,19,15,21,19,24,16,21
11595069,Packers,0,2,2,14,0,3,30,0,25,31,21,30,30,11,15,12
11595046,Ravens,0,2,2,5,0,12,6,0,11,6,31,2,17,9,3,3
11595070,Saints,0,2,2,6,0,11,7,0,9,13,20,11,22,2,25,7
11595060,Titans,0,2,2,2,0,15,3,0,13,2,4,8,3,19,4,14
11595044,Vikings,0,2,2,10,0,7,24,0,26,22,9,32,20,7,31,22
11595045,Eagles,0,2,2,15,0,2,31,0,30,16,12,7,6,27,27,30
11595048,Buccaneers,0,2,2,5,0,12,5,0,5,15,29,15,29,8,19,8
11595072,Falcons,0,2,2,8,0,9,15,0,3,26,18,20,25,6,14,5
11595062,Jaguars,0,2,2,9,0,8,18,0,21,11,23,16,27,20,12,18
11628297,Cowboys,0,2,7,7,0,10,11,0,29,5,27,3,11,25,20,24
11628287,Colts,0,2,7,13,0,4,29,0,19,29,26,6,12,17,24,23
11628273,Bears,0,2,7,9,0,8,17,0,14,19,15,21,19,24,16,21
11628274,Buccaneers,0,2,7,5,0,12,5,0,5,15,29,15,29,8,19,8
11628301,49ers,0,2,7,8,0,9,16,0,1,28,22,18,28,1,1,1
11628279,Dolphins,0,2,7,10,0,7,20,0,28,12,8,27,14,22,26,26
11628276,Raiders,0,2,7,6,0,11,9,0,16,8,2,28,9,31,22,29
11628291,Browns,0,2,7,10,0,7,23,0,18,30,30,23,31,14,10,10
11628299,Giants,0,2,7,7,0,10,10,0,7,21,14,25,21,13,11,9
11628278,Broncos,0,2,7,1,0,16,1,0,4,1,10,1,2,26,6,19
11628293,Bills,0,2,7,11,0,6,26,0,24,18,7,19,10,28,18,27
11628294,Chiefs,0,2,7,12,0,5,27,0,27,17,17,13,16,18,29,28
11628277,Lions,0,2,7,4,0,13,2,0,8,7,19,4,7,4,21,6
11628271,Eagles,0,2,7,15,0,2,31,0,30,16,12,7,6,27,27,30
11628292,Patriots,0,2,7,4,0,13,4,0,2,4,28,5,15,29,2,17
11628270,Vikings,0,2,7,10,0,7,24,0,26,22,9,32,20,7,31,22
11628286,Titans,0,2,7,2,0,15,3,0,13,2,4,8,3,19,4,14
11628298,Falcons,0,2,7,8,0,9,15,0,3,26,18,20,25,6,14,5
11628290,Bengals,0,2,7,7,0,10,12,0,10,9,6,12,5,3,17,2
11628289,Panthers,0,2,7,10,0,7,21,0,6,25,24,14,26,5,13,4
11628288,Jaguars,0,2,7,9,0,8,18,0,21,11,23,16,27,20,12,18
11628281,Rams,0,2,7,10,0,7,22,0,17,20,16,22,23,12,23,15
11628282,Steelers,0,2,7,10,0,7,25,0,22,24,25,10,24,15,5,11
11628296,Saints,0,2,7,6,0,11,7,0,9,13,20,11,22,2,25,7
11628300,Commanders,0,2,7,7,0,10,13,0,20,14,13,17,13,30,9,25
11628275,Jets,0,2,7,13,0,4,28,0,31,10,1,31,1,23,32,32
11628280,Seahawks,0,2,7,6,0,11,8,0,12,3,5,9,4,21,7,16
11628285,Chargers,0,2,7,8,0,9,14,0,15,27,11,26,18,16,8,13
11628272,Ravens,0,2,7,5,0,12,6,0,11,6,31,2,17,9,3,3
11628283,Texans,0,2,7,9,0,8,19,0,23,23,3,24,8,10,28,20
11628295,Packers,0,2,7,14,0,3,30,0,25,31,21,30,30,11,15,12
11628284,Cardinals,0,2,7,16,0,1,32,0,32,32,32,29,32,32,30,31
11642792,Browns,0,2,15,10,0,7,23,0,18,30,30,23,31,14,10,10
11642790,Panthers,0,2,15,10,0,7,21,0,6,25,24,14,26,5,13,4
11642785,Cardinals,0,2,15,16,0,1,32,0,32,32,32,29,32,32,30,31
11642777,Raiders,0,2,15,6,0,11,9,0,16,8,2,28,9,31,22,29
11642799,Falcons,0,2,15,8,0,9,15,0,3,26,18,20,25,6,14,5
11642802,49ers,0,2,15,8,0,9,16,0,1,28,22,18,28,1,1,1
11642783,Steelers,0,2,15,10,0,7,25,0,22,24,25,10,24,15,5,11
11642801,Commanders,0,2,15,7,0,10,13,0,20,14,13,17,13,30,9,25
11642798,Cowboys,0,2,15,7,0,10,11,0,29,5,27,3,11,25,20,24
11642780,Dolphins,0,2,15,10,0,7,20,0,28,12,8,27,14,22,26,26
11642788,Colts,0,2,15,13,0,4,29,0,19,29,26,6,12,17,24,23
11642789,Jaguars,0,2,15,9,0,8,18,0,21,11,23,16,27,20,12,18
11642791,Bengals,0,2,15,7,0,10,12,0,10,9,6,12,5,3,17,2
11642794,Bills,0,2,15,11,0,6,26,0,24,18,7,19,10,28,18,27
11642779,Broncos,0,2,15,1,0,16,1,0,4,1,10,1,2,26,6,19
11642800,Giants,0,2,15,7,0,10,10,0,7,21,14,25,21,13,11,9
11642775,Buccaneers,0,2,15,5,0,12,5,0,5,15,29,15,29,8,19,8
11642776,Bears,0,2,15,9,0,8,17,0,14,19,15,21,19,24,16,21
11642784,Texans,0,2,15,9,0,8,19,0,23,23,3,24,8,10,28,20
11642796,Packers,0,2,15,14,0,3,30,0,25,31,21,30,30,11,15,12
11642773,Ravens,0,2,15,5,0,12,6,0,11,6,31,2,17,9,3,3
11642781,Seahawks,0,2,15,6,0,11,8,0,12,3,5,9,4,21,7,16
11642797,Saints,0,2,15,6,0,11,7,0,9,13,20,11,22,2,25,7
11642786,Chargers,0,2,15,8,0,9,14,0,15,27,11,26,18,16,8,13
11642782,Rams,0,2,15,10,0,7,22,0,17,20,16,22,23,12,23,15
11642771,Vikings,0,2,15,10,0,7,24,0,26,22,9,32,20,7,31,22
11642787,Titans,0,2,15,2,0,15,3,0,13,2,4,8,3,19,4,14
11642793,Patriots,0,2,15,4,0,13,4,0,2,4,28,5,15,29,2,17
11642772,Eagles,0,2,15,15,0,2,31,0,30,16,12,7,6,27,27,30
11642778,Lions,0,2,15,4,0,13,2,0,8,7,19,4,7,4,21,6
11642795,Chiefs,0,2,15,12,0,5,27,0,27,17,17,13,16,18,29,28
11642774,Jets,0,2,15,13,0,4,28,0,31,10,1,31,1,23,32,32
11643083,Patriots,1,0,0,0,0,1,1,0,25,1,3,1,1,25,28,25
11643077,Titans,1,0,0,0,0,0,22,0,23,10,10,10,10,23,23,23
11643060,Eagles,1,0,0,0,0,0,7,0,11,22,22,22,22,11,11,11
11643088,Falcons,1,0,0,0,0,0,10,0,12,21,21,21,21,12,12,12
11643065,Buccaneers,1,0,0,0,0,0,13,0,6,27,27,27,27,6,6,6
11643087,Saints,1,0,0,0,0,0,12,0,20,13,13,13,13,20,20,20
11643067,Broncos,1,0,0,1,0,0,30,0,30,4,7,4,7,32,25,31
11643080,Panthers,1,0,0,0,0,0,11,0,17,16,16,16,16,17,17,17
11643075,Cardinals,1,0,0,0,0,0,6,0,7,26,26,26,26,7,7,7
11643063,Raiders,1,0,0,0,0,0,17,0,18,15,15,15,15,18,18,18
11643076,Chargers,1,0,0,0,0,1,3,0,26,2,6,2,4,29,27,28
11643086,Packers,1,0,0,0,0,0,14,0,16,17,17,17,17,16,16,16
11643081,Bengals,1,0,0,0,0,0,27,0,3,30,30,30,30,3,3,3
11643085,Chiefs,1,0,0,0,0,0,18,0,8,25,25,25,25,8,8,8
11643072,Rams,1,0,0,0,0,1,4,0,27,5,5,3,3,31,26,27
11643059,Vikings,1,0,0,0,0,0,15,0,24,9,9,9,9,24,24,24
11643069,49ers,1,0,0,0,0,0,5,0,1,32,32,32,32,1,1,1
11643068,Cowboys,1,0,0,1,0,0,32,0,31,8,8,6,8,30,32,32
11643078,Colts,1,0,0,0,0,0,24,0,9,24,24,24,24,9,9,9
11643066,Bears,1,0,0,0,0,0,16,0,2,31,31,31,31,2,2,2
11643082,Browns,1,0,0,0,0,0,28,0,5,28,28,28,28,5,5,5
11643070,Dolphins,1,0,0,1,0,0,29,0,28,7,2,7,6,28,30,30
11643061,Ravens,1,0,0,0,0,0,25,0,19,14,14,14,14,19,19,19
11643064,Lions,1,0,0,1,0,0,31,0,32,6,4,5,5,27,31,29
11643084,Bills,1,0,0,0,0,0,20,0,4,29,29,29,29,4,4,4
11643073,Steelers,1,0,0,0,0,0,26,0,21,12,12,12,12,21,21,21
11643089,Giants,1,0,0,0,0,0,8,0,13,20,20,20,20,13,13,13
11643090,Commanders,1,0,0,0,0,0,9,0,10,23,23,23,23,10,10,10
11643062,Jets,1,0,0,0,0,0,19,0,15,18,18,18,18,15,15,15
11643071,Seahawks,1,0,0,0,0,1,2,0,29,3,1,8,2,26,29,26
11643079,Jaguars,1,0,0,0,0,0,21,0,14,19,19,19,19,14,14,14
11643074,Texans,1,0,0,0,0,0,23,0,22,11,11,11,11,22,22,22
11684199,Cardinals,1,0,1,1,0,0,30,6,24,32,32,27,32,15,9,12
11684197,Steelers,1,0,1,1,0,1,17,26,15,19,10,1,1,30,25,28
11684198,Texans,1,0,1,1,0,0,23,23,17,25,30,20,28,20,26,23
11684201,Titans,1,0,1,1,0,0,25,22,28,15,15,31,21,27,23,26
11684191,Bears,1,0,1,0,0,1,12,16,4,22,28,13,20,10,8,8
11684206,Packers,1,0,1,1,0,0,31,14,29,30,31,26,31,9,11,7
11684205,Chiefs,1,0,1,2,0,0,32,18,30,29,8,12,9,28,31,30
11684183,Cowboys,1,0,1,1,0,0,28,32,32,26,27,22,26,21,28,24
11684185,Ravens,1,0,1,0,0,1,1,25,2,3,22,23,25,1,7,1
11684194,Dolphins,1,0,1,1,0,0,20,29,16,20,11,29,17,16,22,20
11684195,Seahawks,1,0,1,0,0,1,9,2,21,7,9,30,12,13,15,15
11684182,Saints,1,0,1,1,0,1,14,12,10,8,3,14,6,24,29,27
11684202,Colts,1,0,1,1,0,0,29,24,23,31,29,32,30,7,5,3
11684178,Bills,1,0,1,0,0,1,13,20,18,10,12,21,16,18,6,13
11684204,Bengals,1,0,1,1,0,1,15,27,6,9,2,8,2,14,24,18
11684180,Falcons,1,0,1,0,0,1,8,10,20,5,7,10,8,19,3,10
11684179,Vikings,1,0,1,1,0,0,26,15,22,27,25,24,27,12,18,16
11684200,Chargers,1,0,1,0,0,1,5,3,12,2,16,9,15,17,12,17
11684196,Rams,1,0,1,1,0,1,18,4,26,12,6,3,4,31,17,29
11684190,Buccaneers,1,0,1,1,0,0,27,13,31,23,26,18,23,22,21,21
11684187,Jets,1,0,1,1,0,0,21,19,11,28,20,25,24,4,20,11
11684188,Raiders,1,0,1,0,0,2,4,17,14,6,1,11,3,25,16,25
11684203,Jaguars,1,0,1,0,0,1,7,21,5,14,18,17,18,6,10,5
11684177,Eagles,1,0,1,0,0,1,10,7,9,16,21,6,14,8,19,9
11684176,Patriots,1,0,1,0,0,1,3,1,8,1,13,4,10,5,13,6
11684193,49ers,1,0,1,1,0,1,16,5,3,21,4,15,7,29,32,31
11684186,Commanders,1,0,1,0,0,1,6,9,13,4,19,2,13,23,1,14
11684181,Panthers,1,0,1,0,0,1,11,11,7,18,14,7,11,2,14,4
11684175,Browns,1,0,1,1,0,0,24,28,19,24,24,16,22,11,27,19
11684189,Lions,1,0,1,1,0,1,19,31,27,13,5,5,5,32,30,32
11684184,Giants,1,0,1,0,0,1,2,8,1,11,23,28,29,3,2,2
11684192,Broncos,1,0,1,1,0,0,22,30,25,17,17,19,19,26,4,22
11696783,Colts,1,0,2,1,0,1,24,29,20,28,10,32,21,7,7,6
11696779,49ers,1,0,2,1,0,1,13,16,3,26,14,30,26,15,28,22
11696771,Dolphins,1,0,2,1,0,1,14,20,8,16,16,23,22,19,11,15
11696756,Patriots,1,0,2,0,0,2,2,3,23,2,4,7,4,25,13,24
11696785,Packers,1,0,2,2,0,0,32,31,27,32,31,31,32,11,12,10
11696766,Eagles,1,0,2,1,0,1,18,10,9,27,30,5,15,4,27,9
11696773,Steelers,1,0,2,1,0,1,17,17,15,18,24,2,8,17,10,12
11696772,Seahawks,1,0,2,1,0,1,16,9,28,3,1,25,5,29,18,29
11696761,Giants,1,0,2,1,0,1,11,2,1,14,19,16,20,8,1,3
11696775,Cardinals,1,0,2,1,0,1,25,30,16,31,32,18,31,20,15,17
11696786,Bengals,1,0,2,1,0,1,9,15,5,8,8,20,10,2,8,1
11696780,Browns,1,0,2,1,0,1,15,24,11,15,20,13,16,9,22,11
11696770,Broncos,1,0,2,2,0,1,26,22,25,6,3,1,1,32,23,32
11696781,Bears,1,0,2,1,0,1,20,12,19,24,27,12,24,26,5,19
11696763,Commanders,1,0,2,0,0,2,6,6,12,9,29,8,18,24,3,16
11696777,Titans,1,0,2,1,0,1,21,25,18,25,21,21,27,28,16,26
11696757,Vikings,1,0,2,3,0,0,30,26,29,17,5,19,6,30,32,31
11696778,Lions,1,0,2,1,0,1,23,19,26,13,18,17,19,27,24,27
11696764,Bills,1,0,2,1,0,2,7,13,10,7,2,4,2,21,6,13
11696759,Saints,1,0,2,1,0,1,8,14,7,5,12,28,23,5,19,7
11696768,Raiders,1,0,2,0,0,2,3,4,14,4,7,24,11,6,2,4
11696784,Jaguars,1,0,2,0,0,2,4,7,2,19,26,10,17,3,17,5
11696760,Cowboys,1,0,2,2,0,0,28,28,21,29,28,26,30,10,30,21
11696776,Chargers,1,0,2,1,0,1,12,5,13,10,11,9,7,16,20,14
11696787,Chiefs,1,0,2,2,0,0,31,32,30,30,23,27,29,14,26,20
11696758,Falcons,1,0,2,0,0,2,1,8,22,1,6,3,3,23,9,18
11696782,Rams,1,0,2,2,0,1,27,18,31,21,9,15,9,31,21,30
11696765,Panthers,1,0,2,0,0,2,5,11,6,12,22,6,13,13,4,8
11696762,Ravens,1,0,2,1,0,1,10,1,4,11,15,29,25,1,14,2
11696769,Buccaneers,1,0,2,1,0,1,22,27,24,23,17,11,12,18,25,23
11696774,Texans,1,0,2,1,0,1,19,23,17,20,25,22,28,22,29,28
11696767,Jets,1,0,2,2,0,0,29,21,32,22,13,14,14,12,31,25
11708423,Texans,1,0,3,2,0,1,27,19,21,30,31,24,32,27,30,32
11708420,Steelers,1,0,3,2,0,1,21,17,16,21,17,2,8,21,11,15
11708422,Titans,1,0,3,2,0,1,25,21,22,26,21,26,27,23,19,24
11708419,Seahawks,1,0,3,1,0,2,9,16,27,3,2,21,4,28,10,22
11708417,Broncos,1,0,3,2,0,1,20,26,30,5,7,4,5,32,9,30
11708416,Raiders,1,0,3,1,0,2,16,3,26,11,15,30,23,9,17,9
11708418,Dolphins,1,0,3,1,0,2,10,14,5,10,13,19,15,26,14,25
11708415,Jets,1,0,3,3,0,0,31,29,29,23,10,17,11,5,29,14
11708426,Lions,1,0,3,1,0,2,15,23,25,12,29,16,24,30,25,31
11708413,Panthers,1,0,3,1,0,2,11,5,9,18,24,9,18,8,12,7
11708427,49ers,1,0,3,1,0,2,8,13,1,25,8,27,19,16,32,29
11708409,Cowboys,1,0,3,2,0,1,23,28,14,29,25,22,28,12,28,19
11708428,Browns,1,0,3,2,0,1,19,15,10,20,20,12,17,11,23,11
11708410,Giants,1,0,3,1,0,2,7,11,2,16,23,5,14,7,2,2
11708429,Bears,1,0,3,1,0,2,12,20,12,14,18,13,16,29,4,20
11708411,Ravens,1,0,3,2,0,1,17,10,4,22,14,14,12,1,16,3
11708408,Saints,1,0,3,2,0,1,18,8,15,8,9,31,21,18,24,18
11708406,Vikings,1,0,3,3,0,0,30,30,31,15,16,32,25,20,27,28
11708425,Cardinals,1,0,3,2,0,1,28,25,17,32,26,20,26,22,21,21
11708414,Eagles,1,0,3,2,0,1,22,18,24,19,19,3,9,14,22,13
11708407,Falcons,1,0,3,0,0,3,1,1,6,1,3,1,1,17,5,10
11708405,Patriots,1,0,3,0,0,3,2,2,20,2,1,10,2,25,20,26
11708432,Jaguars,1,0,3,0,0,3,3,4,3,13,30,8,20,2,18,5
11708434,Bengals,1,0,3,1,0,2,4,9,7,4,4,25,6,3,15,6
11708404,Buccaneers,1,0,3,2,0,1,26,22,23,28,11,11,10,15,26,16
11708431,Colts,1,0,3,1,0,2,14,24,11,24,12,29,22,13,8,8
11708430,Rams,1,0,3,2,0,1,29,27,32,17,28,28,31,24,6,17
11708433,Packers,1,0,3,2,0,1,24,32,19,27,32,18,30,6,7,4
11708412,Commanders,1,0,3,1,0,2,13,6,18,9,22,7,13,31,3,27
11708435,Chiefs,1,0,3,3,0,0,32,31,28,31,27,23,29,10,31,23
11708424,Bills,1,0,3,1,0,2,5,7,8,7,6,15,7,4,1,1
11708421,Chargers,1,0,3,1,0,2,6,12,13,6,5,6,3,19,13,12
11722029,Saints,1,1,0,0,0,0,27,0,9,24,25,25,25,8,8,8
11722005,Patriots,1,1,0,0,0,1,3,0,12,9,8,19,13,17,11,14
11722019,Chargers,1,1,0,1,0,0,12,0,17,18,9,20,14,20,19,17
11722031,Colts,1,1,0,0,0,1,4,0,18,1,14,8,12,27,21,25
11722034,Bengals,1,1,0,0,0,1,8,0,24,7,3,17,7,31,24,30
11722030,Eagles,1,1,0,0,0,0,25,0,4,28,29,29,29,4,4,4
11722007,Falcons,1,1,0,1,0,0,14,0,28,11,10,11,9,16,27,18
11722028,Rams,1,1,0,1,0,0,18,0,20,19,20,21,20,12,20,12
11722006,Vikings,1,1,0,0,0,0,30,0,11,22,23,23,23,10,10,10
11722023,Cardinals,1,1,0,1,0,0,21,0,27,31,22,10,22,21,31,27
11722010,Ravens,1,1,0,0,0,0,32,0,8,25,26,26,26,7,7,7
11722027,Bears,1,1,0,0,0,0,31,0,1,32,32,32,32,1,1,1
11722033,Packers,1,1,0,0,0,0,29,0,5,27,28,28,28,5,5,5
11722009,Giants,1,1,0,0,0,1,2,0,14,14,21,13,21,13,12,13
11722011,Commanders,1,1,0,0,0,0,26,0,2,30,31,31,31,2,2,2
11722026,Browns,1,1,0,0,0,1,10,0,16,12,15,4,10,22,15,16
11722008,Cowboys,1,1,0,0,0,0,24,0,3,29,30,30,30,3,3,3
11722025,49ers,1,1,0,0,0,1,11,0,15,16,13,14,16,24,13,19
11722012,Panthers,1,1,0,0,0,0,28,0,6,26,27,27,27,6,6,6
11722024,Lions,1,1,0,0,0,1,7,0,23,5,17,6,15,23,22,24
11722013,Jets,1,1,0,1,0,0,17,0,30,10,1,15,1,28,32,31
11722020,Titans,1,1,0,1,0,0,19,0,32,15,6,12,8,19,26,21
11722035,Chiefs,1,1,0,1,0,0,22,0,31,20,19,16,18,26,28,29
11722022,Bills,1,1,0,0,0,1,5,0,21,3,5,1,2,32,18,32
11722018,Steelers,1,1,0,1,0,0,13,0,26,8,2,9,3,30,16,26
11722016,Dolphins,1,1,0,1,0,0,20,0,25,21,16,22,19,25,14,20
11722014,Raiders,1,1,0,0,0,1,9,0,7,4,12,2,6,11,23,11
11722015,Broncos,1,1,0,0,0,1,1,0,13,2,7,5,4,14,17,15
11722021,Texans,1,1,0,1,0,0,16,0,29,13,4,7,5,15,30,22
11722017,Seahawks,1,1,0,0,0,0,23,0,10,23,24,24,24,9,9,9
11722004,Buccaneers,1,1,0,1,0,0,15,0,22,17,11,18,17,18,29,23
11722032,Jaguars,1,1,0,0,0,1,6,0,19,6,18,3,11,29,25,28
11761432,Chiefs,1,1,1,2,0,0,23,22,26,31,23,16,22,26,12,22
11761405,Cowboys,1,1,1,0,0,2,2,24,7,5,20,1,6,15,24,15
11761431,Bengals,1,1,1,0,0,2,1,8,12,16,4,20,8,29,14,26
11761401,Buccaneers,1,1,1,2,0,0,26,15,24,17,8,5,5,12,30,17
11761428,Colts,1,1,1,1,0,1,11,4,11,14,18,17,21,23,16,23
11761422,49ers,1,1,1,0,0,1,8,11,5,22,28,27,31,7,2,2
11761408,Commanders,1,1,1,1,0,0,28,26,30,29,30,31,32,2,25,8
11761402,Patriots,1,1,1,0,0,1,5,3,1,9,26,32,29,1,1,1
11761415,Steelers,1,1,1,1,0,1,10,13,9,23,6,13,7,27,8,19
11761412,Broncos,1,1,1,0,0,2,4,1,6,1,7,3,3,13,13,12
11761427,Eagles,1,1,1,1,0,0,31,25,21,24,27,25,27,10,4,7
11761419,Bills,1,1,1,0,0,2,6,5,18,3,5,4,4,31,20,30
11761409,Panthers,1,1,1,1,0,0,30,28,25,19,29,24,28,8,3,5
11761406,Giants,1,1,1,0,0,2,3,2,2,4,16,11,17,6,5,4
11761425,Rams,1,1,1,1,0,1,21,18,13,28,24,21,24,11,15,11
11761417,Titans,1,1,1,1,0,0,32,19,32,20,25,26,25,3,7,3
11761416,Chargers,1,1,1,2,0,0,25,12,10,27,12,23,16,14,21,14
11761403,Falcons,1,1,1,1,0,1,18,14,27,7,19,6,15,18,32,29
11761421,Lions,1,1,1,1,0,1,16,7,22,10,21,7,19,21,17,20
11761413,Dolphins,1,1,1,1,0,1,14,20,15,30,9,28,20,24,6,16
11761404,Vikings,1,1,1,1,0,0,29,30,14,26,31,22,26,5,11,6
11761423,Browns,1,1,1,1,0,1,22,10,4,25,17,10,18,17,9,13
11761418,Texans,1,1,1,1,0,1,12,16,28,6,2,15,2,32,23,31
11761426,Saints,1,1,1,1,0,1,20,27,20,18,14,9,13,28,22,28
11761420,Cardinals,1,1,1,2,0,0,24,21,29,32,32,18,30,25,31,32
11761410,Jets,1,1,1,1,0,0,27,17,31,11,15,29,23,9,18,10
11761429,Jaguars,1,1,1,1,0,1,9,6,19,13,22,2,14,20,29,27
11761407,Ravens,1,1,1,1,0,1,19,32,17,2,1,8,1,30,10,25
11761414,Seahawks,1,1,1,1,0,1,13,23,23,12,10,19,12,19,27,24
11761430,Packers,1,1,1,1,0,1,15,29,8,21,13,12,10,22,19,21
11761424,Bears,1,1,1,1,0,1,17,31,16,15,3,30,9,16,28,18
11761411,Raiders,1,1,1,0,0,2,7,9,3,8,11,14,11,4,26,9
11776669,Patriots,1,1,2,1,0,2,10,5,10,12,6,21,6,27,10,24
11776677,Raiders,1,1,2,0,0,3,4,7,2,2,10,2,4,7,15,7
11776694,Packers,1,1,2,2,0,1,22,15,17,26,22,14,21,21,26,27
11776673,Giants,1,1,2,0,0,2,5,3,1,3,27,23,28,1,1,1
11776688,Browns,1,1,2,1,0,2,12,22,4,20,18,20,20,24,6,20
11776666,Commanders,1,1,2,2,0,0,30,28,23,29,31,32,31,3,27,6
11776683,Texans,1,1,2,1,0,1,15,12,30,4,14,26,22,18,7,12
11776668,Buccaneers,1,1,2,3,0,0,27,26,28,19,9,8,8,13,30,22
11776674,Cowboys,1,1,2,0,0,3,2,2,6,7,24,1,11,8,23,11
11776687,49ers,1,1,2,1,0,2,13,8,3,24,11,18,15,10,11,9
11776696,Chiefs,1,1,2,2,0,1,24,23,16,31,28,17,26,20,8,16
11776675,Panthers,1,1,2,2,0,1,19,30,8,25,25,3,19,22,3,15
11776686,Lions,1,1,2,1,0,2,7,16,12,5,19,5,14,11,16,10
11776678,Broncos,1,1,2,0,0,3,3,4,5,1,7,4,2,6,12,5
11776693,Jaguars,1,1,2,2,0,1,18,9,26,17,20,6,17,29,29,31
11776679,Seahawks,1,1,2,1,0,1,16,13,27,11,23,30,27,5,14,4
11776676,Jets,1,1,2,2,0,1,17,27,32,16,2,16,3,31,32,32
11776684,Dolphins,1,1,2,2,0,1,21,14,29,28,16,31,23,30,9,26
11776695,Bengals,1,1,2,0,0,3,1,1,11,10,3,19,5,25,13,25
11776692,Colts,1,1,2,1,0,2,8,11,14,9,15,11,16,23,18,23
11776665,Bills,1,1,2,0,0,3,6,6,21,6,8,7,7,32,19,30
11776681,Chargers,1,1,2,3,0,0,29,25,13,23,5,27,9,16,24,17
11776691,Eagles,1,1,2,2,0,0,31,31,24,22,29,22,29,19,5,13
11776682,Titans,1,1,2,2,0,1,26,32,25,18,13,10,13,17,20,18
11776667,Rams,1,1,2,2,0,1,25,21,15,27,26,15,25,4,28,8
11776680,Steelers,1,1,2,1,0,1,14,10,9,21,21,24,24,12,2,3
11776670,Falcons,1,1,2,1,0,2,9,18,20,14,17,12,18,14,31,29
11776690,Saints,1,1,2,1,0,2,11,20,18,13,12,9,12,26,17,28
11776685,Cardinals,1,1,2,2,0,0,28,24,31,32,32,28,32,9,22,14
11776671,Vikings,1,1,2,2,0,0,32,29,7,30,30,25,30,2,21,2
11776672,Ravens,1,1,2,2,0,1,20,19,22,8,1,13,1,28,4,21
11776689,Bears,1,1,2,2,0,1,23,17,19,15,4,29,10,15,25,19
